bowler,total_balls,total_overs,total_runs,total_wickets,overall_economy,dot_ball_pct,inn1_balls,inn1_overs,inn1_runs,inn1_wickets,inn1_economy,inn2_balls,inn2_overs,inn2_runs,inn2_wickets,inn2_economy,powerplay_balls,powerplay_overs,powerplay_runs,powerplay_wickets,powerplay_economy,powerplay_dot_ball_pct,middle_balls,middle_overs,middle_runs,middle_wickets,middle_economy,middle_dot_ball_pct,death_balls,death_overs,death_runs,death_wickets,death_economy,death_dot_ball_pct,wickets_in_wins,wickets_in_losses,wickets_in_close_matches,runs_in_close_matches,inn1_powerplay_balls,inn1_powerplay_overs,inn1_powerplay_runs,inn1_powerplay_wickets,inn1_powerplay_economy,inn1_middle_balls,inn1_middle_overs,inn1_middle_runs,inn1_middle_wickets,inn1_middle_economy,inn1_death_balls,inn1_death_overs,inn1_death_runs,inn1_death_wickets,inn1_death_economy,inn2_powerplay_balls,inn2_powerplay_overs,inn2_powerplay_runs,inn2_powerplay_wickets,inn2_powerplay_economy,inn2_middle_balls,inn2_middle_overs,inn2_middle_runs,inn2_middle_wickets,inn2_middle_economy,inn2_death_balls,inn2_death_overs,inn2_death_runs,inn2_death_wickets,inn2_death_economy
N Rana,103,17.166666666666668,151,3,8.796116504854368,20.388349514563107,30,5.0,33,1,6.6,73,12.166666666666666,118,2,9.698630136986301,12,2.0,31,0,15.5,33.33333333333333,73,12.166666666666666,98,2,8.054794520547945,19.17808219178082,18,3.0,22,1,7.333333333333333,16.666666666666664,1,2,3,134,6,1.0,5,0,5.0,24,4.0,28,1,7.0,0,0.0,0,0,0.0,6,1.0,26,0,26.0,49,8.166666666666666,70,1,8.571428571428571,18,3.0,22,1,7.333333333333333
JA Richardson,94,15.666666666666666,162,3,10.340425531914894,28.723404255319153,25,4.166666666666667,40,0,9.6,69,11.5,122,3,10.608695652173912,31,5.166666666666667,54,0,10.451612903225806,48.38709677419355,43,7.166666666666667,69,2,9.627906976744185,23.25581395348837,20,3.3333333333333335,39,1,11.7,10.0,1,2,3,122,6,1.0,13,0,13.0,12,2.0,15,0,7.5,7,1.1666666666666667,12,0,10.285714285714285,25,4.166666666666667,41,0,9.84,31,5.166666666666667,54,2,10.451612903225806,13,2.1666666666666665,27,1,12.461538461538462
RS Hangargekar,43,7.166666666666667,60,3,8.372093023255813,25.581395348837212,0,0.0,0,0,0.0,43,7.166666666666667,60,3,8.372093023255813,8,1.3333333333333333,12,1,9.0,12.5,20,3.3333333333333335,32,1,9.6,25.0,15,2.5,16,1,6.4,33.33333333333333,0,3,3,60,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,8,1.3333333333333333,12,1,9.0,20,3.3333333333333335,32,1,9.6,15,2.5,16,1,6.4
PJ Sangwan,56,9.333333333333334,66,3,7.071428571428571,32.142857142857146,44,7.333333333333333,43,3,5.863636363636364,12,2.0,23,0,11.5,24,4.0,20,1,5.0,50.0,32,5.333333333333333,46,2,8.625,18.75,0,0.0,0,0,0.0,0.0,2,1,3,66,18,3.0,12,1,4.0,26,4.333333333333333,31,2,7.153846153846154,0,0.0,0,0,0.0,6,1.0,8,0,8.0,6,1.0,15,0,15.0,0,0.0,0,0,0.0
GHS Garton,97,16.166666666666668,136,3,8.412371134020617,28.865979381443296,52,8.666666666666666,80,2,9.230769230769232,45,7.5,56,1,7.466666666666667,66,11.0,108,1,9.818181818181818,25.757575757575758,13,2.1666666666666665,11,1,5.0769230769230775,46.15384615384615,18,3.0,17,1,5.666666666666667,27.77777777777778,2,1,3,136,39,6.5,66,1,10.153846153846153,7,1.1666666666666667,9,1,7.7142857142857135,6,1.0,5,0,5.0,27,4.5,42,0,9.333333333333334,6,1.0,2,0,2.0,12,2.0,12,1,6.0
VR Iyer,84,14.0,145,3,10.357142857142858,14.285714285714285,38,6.333333333333333,50,2,7.894736842105264,46,7.666666666666667,95,1,12.391304347826086,0,0.0,0,0,0.0,0.0,49,8.166666666666666,90,1,11.020408163265307,12.244897959183673,35,5.833333333333333,55,2,9.428571428571429,17.142857142857142,2,1,3,89,0,0.0,0,0,0.0,24,4.0,31,1,7.75,14,2.3333333333333335,19,1,8.142857142857142,0,0.0,0,0,0.0,25,4.166666666666667,59,0,14.159999999999998,21,3.5,36,1,10.285714285714286
AU Rashid,60,10.0,91,2,9.1,30.0,42,7.0,68,0,9.714285714285714,18,3.0,23,2,7.666666666666667,0,0.0,0,0,0.0,0.0,54,9.0,81,2,9.0,31.48148148148148,6,1.0,10,0,10.0,16.666666666666664,0,2,2,58,0,0.0,0,0,0.0,36,6.0,58,0,9.666666666666666,6,1.0,10,0,10.0,0,0.0,0,0,0.0,18,3.0,23,2,7.666666666666667,0,0.0,0,0,0.0
Abdul Samad,57,9.5,119,2,12.526315789473685,17.543859649122805,24,4.0,44,1,11.0,33,5.5,75,1,13.636363636363637,0,0.0,0,0,0.0,0.0,48,8.0,93,2,11.625,18.75,9,1.5,26,0,17.333333333333332,11.11111111111111,1,1,2,64,0,0.0,0,0,0.0,24,4.0,44,1,11.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,24,4.0,49,1,12.25,9,1.5,26,0,17.333333333333332
FA Allen,91,15.166666666666666,136,2,8.967032967032967,26.373626373626376,66,11.0,114,1,10.363636363636363,25,4.166666666666667,22,1,5.279999999999999,19,3.1666666666666665,32,1,10.105263157894738,42.10526315789473,72,12.0,104,1,8.666666666666666,22.22222222222222,0,0.0,0,0,0.0,0.0,0,2,1,90,12,2.0,21,1,10.5,54,9.0,93,0,10.333333333333334,0,0.0,0,0,0.0,7,1.1666666666666667,11,0,9.428571428571429,18,3.0,11,1,3.6666666666666665,0,0.0,0,0,0.0
AS Rajpoot,115,19.166666666666668,206,2,10.747826086956522,25.217391304347824,108,18.0,195,2,10.833333333333334,7,1.1666666666666667,11,0,9.428571428571429,73,12.166666666666666,126,0,10.356164383561644,34.24657534246575,9,1.5,12,1,8.0,11.11111111111111,33,5.5,68,1,12.363636363636363,9.090909090909092,1,1,1,123,66,11.0,115,0,10.454545454545455,9,1.5,12,1,8.0,33,5.5,68,1,12.363636363636363,7,1.1666666666666667,11,0,9.428571428571429,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Mayank Dagar,138,23.0,205,2,8.91304347826087,29.71014492753623,31,5.166666666666667,57,0,11.032258064516128,107,17.833333333333332,148,2,8.299065420560748,12,2.0,29,0,14.5,33.33333333333333,109,18.166666666666668,154,2,8.477064220183486,29.357798165137616,17,2.8333333333333335,22,0,7.764705882352941,29.411764705882355,0,2,2,182,0,0.0,0,0,0.0,31,5.166666666666667,57,0,11.032258064516128,0,0.0,0,0,0.0,12,2.0,29,0,14.5,78,13.0,97,2,7.461538461538462,17,2.8333333333333335,22,0,7.764705882352941
GD Phillips,31,5.166666666666667,40,2,7.741935483870967,25.806451612903224,13,2.1666666666666665,20,1,9.230769230769232,18,3.0,20,1,6.666666666666667,6,1.0,4,1,4.0,66.66666666666666,25,4.166666666666667,36,1,8.639999999999999,16.0,0,0.0,0,0,0.0,0.0,0,2,1,23,0,0.0,0,0,0.0,13,2.1666666666666665,20,1,9.230769230769232,0,0.0,0,0,0.0,6,1.0,4,1,4.0,12,2.0,16,0,8.0,0,0.0,0,0,0.0
K Yadav,54,9.0,85,2,9.444444444444445,20.37037037037037,0,0.0,0,0,0.0,54,9.0,85,2,9.444444444444445,18,3.0,26,0,8.666666666666666,38.88888888888889,24,4.0,31,0,7.75,12.5,12,2.0,28,2,14.0,8.333333333333332,1,1,1,67,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,18,3.0,26,0,8.666666666666666,24,4.0,31,0,7.75,12,2.0,28,2,14.0
MK Lomror,76,12.666666666666666,100,2,7.894736842105264,25.0,21,3.5,34,0,9.714285714285714,55,9.166666666666666,66,2,7.2,12,2.0,11,1,5.5,50.0,64,10.666666666666666,89,1,8.34375,20.3125,0,0.0,0,0,0.0,0.0,1,1,1,66,6,1.0,5,0,5.0,15,2.5,29,0,11.6,0,0.0,0,0,0.0,6,1.0,6,1,6.0,49,8.166666666666666,60,1,7.346938775510204,0,0.0,0,0,0.0
PVSN Raju,29,4.833333333333333,54,2,11.172413793103448,3.4482758620689653,22,3.6666666666666665,41,2,11.181818181818182,7,1.1666666666666667,13,0,11.142857142857142,7,1.1666666666666667,13,0,11.142857142857142,0.0,6,1.0,12,0,12.0,0.0,16,2.6666666666666665,29,2,10.875,6.25,0,2,0,13,0,0.0,0,0,0.0,6,1.0,12,0,12.0,16,2.6666666666666665,29,2,10.875,7,1.1666666666666667,13,0,11.142857142857142,0,0.0,0,0,0.0,0,0.0,0,0,0.0
XC Bartlett,60,10.0,96,2,9.6,43.333333333333336,18,3.0,26,1,8.666666666666666,42,7.0,70,1,10.0,48,8.0,72,2,9.0,47.91666666666667,12,2.0,24,0,12.0,25.0,0,0.0,0,0,0.0,0.0,2,0,1,66,12,2.0,15,1,7.5,6,1.0,11,0,11.0,0,0.0,0,0,0.0,36,6.0,57,1,9.5,6,1.0,13,0,13.0,0,0.0,0,0,0.0
V Kaverappa,24,4.0,36,2,9.0,37.5,24,4.0,36,2,9.0,0,0.0,0,0,0.0,18,3.0,20,2,6.666666666666667,50.0,6,1.0,16,0,16.0,0.0,0,0.0,0,0,0.0,0.0,0,2,0,0,18,3.0,20,2,6.666666666666667,6,1.0,16,0,16.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
VR Aaron,87,14.5,149,2,10.275862068965518,26.436781609195403,81,13.5,141,2,10.444444444444445,6,1.0,8,0,8.0,61,10.166666666666666,101,1,9.934426229508198,31.147540983606557,12,2.0,25,0,12.5,8.333333333333332,14,2.3333333333333335,23,1,9.857142857142856,21.428571428571427,2,0,2,100,61,10.166666666666666,101,1,9.934426229508198,6,1.0,17,0,17.0,14,2.3333333333333335,23,1,9.857142857142856,0,0.0,0,0,0.0,6,1.0,8,0,8.0,0,0.0,0,0,0.0
BA Stokes,108,18.0,189,2,10.5,17.59259259259259,89,14.833333333333334,146,2,9.842696629213483,19,3.1666666666666665,43,0,13.578947368421053,31,5.166666666666667,70,0,13.548387096774192,22.58064516129032,39,6.5,49,1,7.538461538461538,20.51282051282051,38,6.333333333333333,70,1,11.052631578947368,10.526315789473683,2,0,2,148,19,3.1666666666666665,39,0,12.31578947368421,39,6.5,49,1,7.538461538461538,31,5.166666666666667,58,1,11.225806451612902,12,2.0,31,0,15.5,0,0.0,0,0,0.0,7,1.1666666666666667,12,0,10.285714285714285
KT Maphaka,71,11.833333333333334,148,2,12.507042253521126,28.169014084507044,59,9.833333333333334,125,1,12.711864406779661,12,2.0,23,1,11.5,43,7.166666666666667,83,2,11.581395348837209,32.55813953488372,14,2.3333333333333335,31,0,13.285714285714285,28.57142857142857,14,2.3333333333333335,34,0,14.571428571428571,14.285714285714285,0,2,2,81,31,5.166666666666667,60,1,11.61290322580645,14,2.3333333333333335,31,0,13.285714285714285,14,2.3333333333333335,34,0,14.571428571428571,12,2.0,23,1,11.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0
RJ Gleeson,73,12.166666666666666,111,2,9.123287671232877,30.136986301369863,0,0.0,0,0,0.0,73,12.166666666666666,111,2,9.123287671232877,26,4.333333333333333,40,1,9.230769230769232,34.61538461538461,19,3.1666666666666665,21,0,6.631578947368421,31.57894736842105,28,4.666666666666667,50,1,10.714285714285714,25.0,1,1,1,31,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,26,4.333333333333333,40,1,9.230769230769232,19,3.1666666666666665,21,0,6.631578947368421,28,4.666666666666667,50,1,10.714285714285714
PHKD Mendis,42,7.0,60,2,8.571428571428571,21.428571428571427,36,6.0,48,2,8.0,6,1.0,12,0,12.0,0,0.0,0,0,0.0,0.0,42,7.0,60,2,8.571428571428571,21.428571428571427,0,0.0,0,0,0.0,0.0,1,1,1,38,0,0.0,0,0,0.0,36,6.0,48,2,8.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,12,0,12.0,0,0.0,0,0,0.0
P Dubey,79,13.166666666666666,112,2,8.506329113924052,26.582278481012654,19,3.1666666666666665,19,1,6.0,60,10.0,93,1,9.3,0,0.0,0,0,0.0,0.0,73,12.166666666666666,101,2,8.301369863013699,27.397260273972602,6,1.0,11,0,11.0,16.666666666666664,0,2,1,79,0,0.0,0,0,0.0,19,3.1666666666666665,19,1,6.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,54,9.0,82,1,9.11111111111111,6,1.0,11,0,11.0
KA Maharaj,36,6.0,39,2,6.5,25.0,24,4.0,23,2,5.75,12,2.0,16,0,8.0,6,1.0,8,0,8.0,50.0,30,5.0,31,2,6.2,20.0,0,0.0,0,0,0.0,0.0,2,0,2,39,0,0.0,0,0,0.0,24,4.0,23,2,5.75,0,0.0,0,0,0.0,6,1.0,8,0,8.0,6,1.0,8,0,8.0,0,0.0,0,0,0.0
PH Solanki,36,6.0,39,2,6.5,25.0,0,0.0,0,0,0.0,36,6.0,39,2,6.5,0,0.0,0,0,0.0,0.0,24,4.0,24,1,6.0,20.833333333333336,12,2.0,15,1,7.5,33.33333333333333,0,2,2,39,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,24,4.0,24,1,6.0,12,2.0,15,1,7.5
V Viyaskanth,60,10.0,90,1,9.0,25.0,48,8.0,68,1,8.5,12,2.0,22,0,11.0,0,0.0,0,0,0.0,0.0,60,10.0,90,1,9.0,25.0,0,0.0,0,0,0.0,0.0,1,0,1,90,0,0.0,0,0,0.0,48,8.0,68,1,8.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,22,0,11.0,0,0.0,0,0,0.0
LB Williams,42,7.0,74,1,10.571428571428571,26.190476190476193,0,0.0,0,0,0.0,42,7.0,74,1,10.571428571428571,29,4.833333333333333,56,0,11.586206896551724,31.03448275862069,6,1.0,4,1,4.0,33.33333333333333,7,1.1666666666666667,14,0,12.0,0.0,0,1,1,74,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,29,4.833333333333333,56,0,11.586206896551724,6,1.0,4,1,4.0,7,1.1666666666666667,14,0,12.0
MJ Henry,74,12.333333333333334,112,1,9.08108108108108,31.08108108108108,42,7.0,54,1,7.714285714285714,32,5.333333333333333,58,0,10.875,61,10.166666666666666,94,1,9.245901639344263,32.78688524590164,6,1.0,8,0,8.0,33.33333333333333,7,1.1666666666666667,10,0,8.571428571428571,14.285714285714285,1,0,1,88,36,6.0,46,1,7.666666666666667,6,1.0,8,0,8.0,0,0.0,0,0,0.0,25,4.166666666666667,48,0,11.52,0,0.0,0,0,0.0,7,1.1666666666666667,10,0,8.571428571428571
Naman Dhir,53,8.833333333333334,76,1,8.60377358490566,18.867924528301888,29,4.833333333333333,55,0,11.379310344827587,24,4.0,21,1,5.25,6,1.0,6,0,6.0,50.0,35,5.833333333333333,62,0,10.62857142857143,8.571428571428571,12,2.0,8,1,4.0,33.33333333333333,0,1,1,25,6,1.0,6,0,6.0,23,3.8333333333333335,49,0,12.782608695652174,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,13,0,6.5,12,2.0,8,1,4.0
L Wood,38,6.333333333333333,94,1,14.842105263157896,18.421052631578945,38,6.333333333333333,94,1,14.842105263157896,0,0.0,0,0,0.0,12,2.0,26,0,13.0,25.0,12,2.0,23,1,11.5,25.0,14,2.3333333333333335,45,0,19.285714285714285,7.142857142857142,0,1,1,94,12,2.0,26,0,13.0,12,2.0,23,1,11.5,14,2.3333333333333335,45,0,19.285714285714285,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
C Bosch,45,7.5,56,1,7.466666666666667,48.888888888888886,0,0.0,0,0,0.0,45,7.5,56,1,7.466666666666667,6,1.0,11,0,11.0,50.0,25,4.166666666666667,36,0,8.639999999999999,40.0,14,2.3333333333333335,9,1,3.8571428571428568,64.28571428571429,1,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,11,0,11.0,25,4.166666666666667,36,0,8.639999999999999,14,2.3333333333333335,9,1,3.8571428571428568
M Shahrukh Khan,18,3.0,29,1,9.666666666666666,16.666666666666664,18,3.0,29,1,9.666666666666666,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,12,2.0,22,1,11.0,16.666666666666664,6,1.0,7,0,7.0,16.666666666666664,0,1,0,16,0,0.0,0,0,0.0,12,2.0,22,1,11.0,6,1.0,7,0,7.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Musheer Khan,12,2.0,27,1,13.5,0.0,0,0.0,0,0,0.0,12,2.0,27,1,13.5,0,0.0,0,0,0.0,0.0,12,2.0,27,1,13.5,0.0,0,0.0,0,0,0.0,0.0,0,1,1,27,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,27,1,13.5,0,0.0,0,0,0.0
D Jansen,28,4.666666666666667,53,1,11.357142857142856,17.857142857142858,28,4.666666666666667,53,1,11.357142857142856,0,0.0,0,0,0.0,7,1.1666666666666667,16,0,13.714285714285714,28.57142857142857,6,1.0,13,0,13.0,16.666666666666664,15,2.5,24,1,9.6,13.333333333333334,1,0,1,53,7,1.1666666666666667,16,0,13.714285714285714,6,1.0,13,0,13.0,15,2.5,24,1,9.6,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Shashank Singh,31,5.166666666666667,52,1,10.064516129032258,12.903225806451612,13,2.1666666666666665,20,0,9.230769230769232,18,3.0,32,1,10.666666666666666,0,0.0,0,0,0.0,0.0,25,4.166666666666667,36,1,8.639999999999999,12.0,6,1.0,16,0,16.0,16.666666666666664,0,1,1,52,0,0.0,0,0,0.0,13,2.1666666666666665,20,0,9.230769230769232,0,0.0,0,0,0.0,0,0.0,0,0,0.0,12,2.0,16,1,8.0,6,1.0,16,0,16.0
SA Abbott,27,4.5,47,1,10.444444444444445,22.22222222222222,27,4.5,47,1,10.444444444444445,0,0.0,0,0,0.0,13,2.1666666666666665,17,1,7.846153846153847,30.76923076923077,7,1.1666666666666667,12,0,10.285714285714285,0.0,7,1.1666666666666667,18,0,15.428571428571427,28.57142857142857,0,1,0,0,13,2.1666666666666665,17,1,7.846153846153847,7,1.1666666666666667,12,0,10.285714285714285,7,1.1666666666666667,18,0,15.428571428571427,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
DW Steyn,75,12.5,134,1,10.72,29.333333333333332,25,4.166666666666667,57,0,13.68,50,8.333333333333334,77,1,9.24,36,6.0,50,0,8.333333333333334,41.66666666666667,13,2.1666666666666665,26,0,12.0,23.076923076923077,26,4.333333333333333,58,1,13.384615384615385,15.384615384615385,1,0,1,77,12,2.0,17,0,8.5,0,0.0,0,0,0.0,13,2.1666666666666665,40,0,18.461538461538463,24,4.0,33,0,8.25,13,2.1666666666666665,26,0,12.0,13,2.1666666666666665,18,1,8.307692307692308
IC Porel,26,4.333333333333333,42,1,9.692307692307693,23.076923076923077,26,4.333333333333333,42,1,9.692307692307693,0,0.0,0,0,0.0,13,2.1666666666666665,26,0,12.0,30.76923076923077,13,2.1666666666666665,16,1,7.384615384615385,15.384615384615385,0,0.0,0,0,0.0,0.0,0,1,1,42,13,2.1666666666666665,26,0,12.0,13,2.1666666666666665,16,1,7.384615384615385,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
AJ Hosein,24,4.0,41,1,10.25,16.666666666666664,0,0.0,0,0,0.0,24,4.0,41,1,10.25,18,3.0,31,0,10.333333333333334,22.22222222222222,6,1.0,10,1,10.0,0.0,0,0.0,0,0,0.0,0.0,1,0,1,41,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,18,3.0,31,0,10.333333333333334,6,1.0,10,1,10.0,0,0.0,0,0,0.0
KW Richardson,19,3.1666666666666665,29,1,9.157894736842106,21.052631578947366,19,3.1666666666666665,29,1,9.157894736842106,0,0.0,0,0,0.0,7,1.1666666666666667,10,0,8.571428571428571,42.857142857142854,6,1.0,11,0,11.0,16.666666666666664,6,1.0,8,1,8.0,0.0,1,0,1,29,7,1.1666666666666667,10,0,8.571428571428571,6,1.0,11,0,11.0,6,1.0,8,1,8.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
DJ Mitchell,51,8.5,97,1,11.411764705882353,7.8431372549019605,25,4.166666666666667,52,0,12.479999999999999,26,4.333333333333333,45,1,10.384615384615385,0,0.0,0,0,0.0,0.0,51,8.5,97,1,11.411764705882353,7.8431372549019605,0,0.0,0,0,0.0,0.0,1,0,0,20,0,0.0,0,0,0.0,25,4.166666666666667,52,0,12.479999999999999,0,0.0,0,0,0.0,0,0.0,0,0,0.0,26,4.333333333333333,45,1,10.384615384615385,0,0.0,0,0,0.0
LI Meriwala,19,3.1666666666666665,32,1,10.105263157894738,26.31578947368421,19,3.1666666666666665,32,1,10.105263157894738,0,0.0,0,0,0.0,13,2.1666666666666665,28,0,12.923076923076923,30.76923076923077,6,1.0,4,1,4.0,16.666666666666664,0,0.0,0,0,0.0,0.0,1,0,1,32,13,2.1666666666666665,28,0,12.923076923076923,6,1.0,4,1,4.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
D Brevis,3,0.5,8,1,16.0,0.0,0,0.0,0,0,0.0,3,0.5,8,1,16.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,3,0.5,8,1,16.0,0.0,0,1,1,8,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,3,0.5,8,1,16.0
R Powell,21,3.5,35,1,10.0,14.285714285714285,14,2.3333333333333335,18,1,7.7142857142857135,7,1.1666666666666667,17,0,14.571428571428571,0,0.0,0,0,0.0,0.0,14,2.3333333333333335,21,1,9.0,14.285714285714285,7,1.1666666666666667,14,0,12.0,14.285714285714285,0,1,0,0,0,0.0,0,0,0.0,7,1.1666666666666667,4,1,3.4285714285714284,7,1.1666666666666667,14,0,12.0,0,0.0,0,0,0.0,7,1.1666666666666667,17,0,14.571428571428571,0,0.0,0,0,0.0
SSB Magala,37,6.166666666666667,52,1,8.432432432432432,10.81081081081081,37,6.166666666666667,52,1,8.432432432432432,0,0.0,0,0,0.0,12,2.0,28,0,14.0,8.333333333333332,13,2.1666666666666665,14,0,6.461538461538462,15.384615384615385,12,2.0,10,1,5.0,8.333333333333332,1,0,1,52,12,2.0,28,0,14.0,13,2.1666666666666665,14,0,6.461538461538462,12,2.0,10,1,5.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
RG Sharma,7,1.1666666666666667,13,0,11.142857142857142,0.0,0,0.0,0,0,0.0,7,1.1666666666666667,13,0,11.142857142857142,0,0.0,0,0,0.0,0.0,6,1.0,9,0,9.0,0.0,1,0.16666666666666666,4,0,24.0,0.0,0,0,0,13,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,9,0,9.0,1,0.16666666666666666,4,0,24.0
JE Root,12,2.0,15,0,7.5,8.333333333333332,12,2.0,15,0,7.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,12,2.0,15,0,7.5,8.333333333333332,0,0.0,0,0,0.0,0.0,0,0,0,15,0,0.0,0,0,0.0,12,2.0,15,0,7.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Harbhajan Singh,45,7.5,63,0,8.4,42.22222222222222,39,6.5,55,0,8.461538461538462,6,1.0,8,0,8.0,33,5.5,34,0,6.181818181818182,51.515151515151516,6,1.0,11,0,11.0,16.666666666666664,6,1.0,18,0,18.0,16.666666666666664,0,0,0,25,27,4.5,26,0,5.777777777777778,6,1.0,11,0,11.0,6,1.0,18,0,18.0,6,1.0,8,0,8.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Jalaj S Saxena,18,3.0,27,0,9.0,27.77777777777778,0,0.0,0,0,0.0,18,3.0,27,0,9.0,6,1.0,10,0,10.0,33.33333333333333,12,2.0,17,0,8.5,25.0,0,0.0,0,0,0.0,0.0,0,0,0,27,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,10,0,10.0,12,2.0,17,0,8.5,0,0.0,0,0,0.0
T Shamsi,24,4.0,34,0,8.5,8.333333333333332,24,4.0,34,0,8.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,24,4.0,34,0,8.5,8.333333333333332,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,24,4.0,34,0,8.5,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
Ishan Kishan,1,0.16666666666666666,4,0,24.0,0.0,0,0.0,0,0,0.0,1,0.16666666666666666,4,0,24.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1,0.16666666666666666,4,0,24.0,0.0,0,0,0,4,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,1,0.16666666666666666,4,0,24.0
J Overton,41,6.833333333333333,84,0,12.292682926829269,21.951219512195124,24,4.0,55,0,13.75,17,2.8333333333333335,29,0,10.235294117647058,29,4.833333333333333,59,0,12.206896551724139,20.689655172413794,12,2.0,25,0,12.5,25.0,0,0.0,0,0,0.0,0.0,0,0,0,84,12,2.0,30,0,15.0,12,2.0,25,0,12.5,0,0.0,0,0,0.0,17,2.8333333333333335,29,0,10.235294117647058,0,0.0,0,0,0.0,0,0.0,0,0,0.0
PWA Mulder,6,1.0,16,0,16.0,16.666666666666664,0,0.0,0,0,0.0,6,1.0,16,0,16.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,6,1.0,16,0,16.0,16.666666666666664,0,0,0,16,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,6,1.0,16,0,16.0
Atharva Taide,1,0.16666666666666666,4,0,24.0,0.0,0,0.0,0,0,0.0,1,0.16666666666666666,4,0,24.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,1,0.16666666666666666,4,0,24.0,0.0,0,0,0,4,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,1,0.16666666666666666,4,0,24.0
Monu Kumar,16,2.6666666666666665,20,0,7.5,25.0,16,2.6666666666666665,20,0,7.5,0,0.0,0,0,0.0,8,1.3333333333333333,7,0,5.25,50.0,0,0.0,0,0,0.0,0.0,8,1.3333333333333333,13,0,9.75,0.0,0,0,0,20,8,1.3333333333333333,7,0,5.25,0,0.0,0,0,0.0,8,1.3333333333333333,13,0,9.75,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
KS Williamson,12,2.0,24,0,12.0,0.0,12,2.0,24,0,12.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,12,2.0,24,0,12.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0.0,12,2.0,24,0,12.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0
